,no,song,movie,year,singers,lyricist,composer
217,218,Kadakkan thudakkam ...,Vivaahithare Ithile,1986,"KJ Yesudas, KS Chithra, Chorus",Bichu Thirumala,Jerry Amaldev
218,219,Anuraagatheeram ...,Aval Kaathirunnu Avanum,1986,"KJ Yesudas, KS Chithra",Poovachal Khader,Shyam
219,220,Dhanumaasakkulirala ...,Mazha Peyyunnu Maddalam Kottunnu,1986,"KS Chithra, P Jayachandran, Chorus",Panthalam Sudhakaran,KJ Joy
220,221,Ponnum Thinkal ...,Onnu Muthal Poojyam Vare,1986,KS Chithra,ONV Kurup,Mohan Sithara
221,222,Raare Raareeram ...,Onnu Muthal Poojyam Vare,1986,"KS Chithra, G Venugopal",ONV Kurup,Mohan Sithara
222,223,Poonkaatte poyi ...,Shyama,1986,"KS Chithra, Unni Menon",Shibu Chakravarthy,Raghu Kumar
223,224,Chembarathipoove ...,Shyama,1986,KS Chithra,Shibu Chakravarthy,Raghu Kumar
224,225,Chandragirithaazhvarayil ...,Saayamsandhya,1986,KS Chithra,Shibu Chakravarthy,Shyam
225,226,Tharaakaroopini Saraswathi ...,Saayamsandhya,1986,KS Chithra,Shibu Chakravarthy,Shyam
226,227,Kaalindeetheeramurangi ...,Saayamsandhya,1986,"KJ Yesudas, KS Chithra",Shibu Chakravarthy,Shyam
227,228,Oru naanam viriyumpol ...,Aarundivide Chodikkaan,1986,KS Chithra,Poovachal Khader,AT Ummer
228,229,Mazhayulla raavil ...,Aarundivide Chodikkaan,1986,KS Chithra,Poovachal Khader,AT Ummer
229,230,Swarnathaalam ...,Chila Nimishangalil,1986,"KS Chithra, Krishnachandran",Poovachal Khader,Rajasenan
230,231,Aa marathil ...,Ithu Oru Thudakkam Maathram,1986,"KJ Yesudas, KS Chithra",Vasan,Rajamani
231,232,Aa marathil ...,Ithu Oru Thudakkam Maathram,1986,"KS Chithra, Baby Roopa",Vasan,Rajamani
232,233,Mulla Poothu Thennal Veeshi ...,Kunjikkiliye Koodevide,1986,KS Chithra,TK Layan,TK Layan
233,234,Madhurikkum Manassukalil ...,Ninakkaay Njaan Paadunnu,1986,"KJ Yesudas, KS Chithra",Sabu Kalikkal,PC Susheelan
234,235,Ennarikil ...,Ennum Ninte Ormakalil,1986,"KJ Yesudas, KS Chithra",Gopikrishnan,Jerry Amaldev
235,236,Annalezhum ...,Ennum Ninte Ormakalil,1986,"KJ Yesudas, KS Chithra",Gopikrishnan,Jerry Amaldev
236,237,Thoomanjin Raavu ...,Ennum Ninte Ormakalil,1986,KS Chithra,Gopikrishnan,Jerry Amaldev
237,238,Allimulla Poomarangal [F] ...,Ennum Ninte Ormakalil,1986,"KS Chithra, Hariharan","Bichu Thirumala, Gopikrishnan","Jerry Amaldev, Tomin Thachankari"
238,239,Aananda Subhathaandavam ...,Ahalya,1986,"KS Chithra, Sunanda",K Jayakumar,Kannur Rajan
239,240,Pushyaragatheril ...,Ahalya,1986,KS Chithra,K Jayakumar,Kannur Rajan
240,241,Kalabha ...,Ahalya,1986,"KS Chithra, Sunanda",Mankombu Gopalakrishnan,Kannur Rajan
241,242,Iru Hridayangalil ...,Oru Maymaasappulariyil,1987,"KJ Yesudas, KS Chithra",P Bhaskaran,Raveendran
242,243,Pularkaala Sundara ...,Oru Maymaasappulariyil,1987,KS Chithra,P Bhaskaran,Raveendran
243,244,Mummy Mummy ...,Oru Maymaasappulariyil,1987,"KS Chithra, Ajithan, Baiju",VR Gopinath,Raveendran
244,245,Pularkaala [Pathos] ...,Oru Maymaasappulariyil,1987,KS Chithra,P Bhaskaran,Raveendran
245,246,Onnaam Raagam Paadi ...,Thoovaanathumbikal,1987,"KS Chithra, G Venugopal",Sreekumaran Thampi,Perumbavoor G Ravindranath
246,247,Vellimegham Pole ...,Four Plus Four,1987,KS Chithra,Poovachal Khader,Guna Singh
247,248,Paarvathi Naayaka ...,Swathi Thirunaal,1987,"KJ Yesudas, KS Chithra",Swathi Thirunal,MB Sreenivasan
248,249,Chaliye Kunjanamo ...,Swathi Thirunaal,1987,KS Chithra,Swathi Thirunal,MB Sreenivasan
249,250,Vaasantha Chandrikayo ...,Kanikaanumneram,1987,KS Chithra,P Bhaskaran,AT Ummer
250,251,O Karmukile ...,Manjamandaarangal,1987,KS Chithra,MD Rajendran,Jerry Amaldev
251,252,Thennalilum ...,Manjamandaarangal,1987,"KJ Yesudas, KS Chithra",MD Rajendran,Jerry Amaldev
252,253,Leelaaravindam ...,Sruthi,1987,KS Chithra,Balachandran Chullikkad,Johnson
253,254,Nettiyil Poovulla [F] ...,Manivathoorile Aayiram Shivaraathrikal,1987,KS Chithra,ONV Kurup,MB Sreenivasan
254,255,Ithirippoovinte ...,Manivathoorile Aayiram Shivaraathrikal,1987,"KJ Yesudas, KS Chithra",ONV Kurup,MB Sreenivasan
255,256,Muthe Muthe (Ithirippoovinte) ...,Manivathoorile Aayiram Shivaraathrikal,1987,KS Chithra,ONV Kurup,MB Sreenivasan
256,257,Ambili Choodunna ...,Manivathoorile Aayiram Shivaraathrikal,1987,KS Chithra,ONV Kurup,MB Sreenivasan
257,258,Ambili Choodunna [F] ...,Manivathoorile Aayiram Shivaraathrikal,1987,"KS Chithra, Chorus",ONV Kurup,MB Sreenivasan
258,259,Kinaavu Neyyum ...,Naalkkavala,1987,KS Chithra,Yusufali Kecheri,Shyam
259,260,Vellinilaavoru ...,Naalkkavala,1987,KS Chithra,Yusufali Kecheri,Shyam
260,261,Muthukkudangale [Vellinilaavoru] ...,Naalkkavala,1987,"KS Chithra, Chorus, CO Anto, Krishnachandran",Yusufali Kecheri,Shyam
261,262,Arayannathooval ...,Agnimuhoortham,1987,KS Chithra,Balu Kiriyath,SP Venkitesh
262,263,Manjaninja Maamalayil ...,Agnimuhoortham,1987,"KS Chithra, Unni Menon",Balu Kiriyath,SP Venkitesh
263,264,Manjaniyum [Humming] ...,Agnimuhoortham,1987,KS Chithra,Balu Kiriyath,SP Venkitesh
264,265,Sirakalil Swayam ...,Vritham,1987,"KJ Yesudas, KS Chithra",Bichu Thirumala,Shyam
265,266,Kodunkaattil ...,Vritham,1987,"KJ Yesudas, KS Chithra, Pattom Sadan",Bichu Thirumala,Shyam
266,267,Chandanam Manakkunna ...,Achuvettante Veedu,1987,"KS Chithra, Chorus",S Ramesan Nair,Vidyadharan Master
267,268,Madhumaasam Manninte ...,Athinumappuram,1987,"KS Chithra, P Jayachandran",Poovachal Khader,Johnson
268,269,Kalyaana Roopanaakum ...,Athinumappuram,1987,KS Chithra,Poovachal Khader,Johnson
269,270,Kandu Penne ...,Kaalaraathri,1987,KS Chithra,Poovachal Khader,AT Ummer
270,271,Yudhathil Thotta Raani ...,Kaalaraathri,1987,KS Chithra,Poovachal Khader,AT Ummer
271,272,Shaantham Abhiraamam ...,Rithubhedam,1987,KS Chithra,Thakazhi Sankaranarayanan,Shyam
272,273,Surabhee Yaamangal ...,Sreedharante Onnaam Thirumurivu,1987,KS Chithra,Bichu Thirumala,Shyam
273,274,Rithushalabham ...,Ivide Ellaavarkum Sukham,1987,"KJ Yesudas, KS Chithra",ONV Kurup,G Devarajan
274,275,Swapnangalokkeyum [F] ...,Kaanaan Kothichu,1987,KS Chithra,P Bhaskaran,Vidyadharan Master
275,276,Paaduvaanaay Vannu ...,Ezhuthaappurangal,1987,"KJ Yesudas, KS Chithra, Nedumudi Venu",ONV Kurup,Vidyadharan Master
276,277,Thaalolam Paithal ...,Ezhuthaappurangal,1987,KS Chithra,ONV Kurup,Vidyadharan Master
277,278,Paaduvaanay Vannu [Bit] ...,Ezhuthaappurangal,1987,KS Chithra,ONV Kurup,Vidyadharan Master
278,279,Thaalolam Paithal [Bit] ...,Ezhuthaappurangal,1987,KS Chithra,ONV Kurup,Vidyadharan Master
279,280,Maanathe Thattaante ...,Ponnu,1987,KS Chithra,P Bhaskaran,Ouseppachan
280,281,Eenam Thuyilunartheenam ...,Nombarathippoovu,1987,KS Chithra,ONV Kurup,MG Radhakrishnan
281,282,Peru Peraykka ...,Nombarathippoovu,1987,KS Chithra,ONV Kurup,MG Radhakrishnan
282,283,Kalyaana Rathriyil ...,Kaalam Maari Kadha Maari,1987,"KS Chithra, P Jayachandran",P Bhaskaran,AT Ummer
283,284,Madhura Swapnam ...,Kaalam Maari Kadha Maari,1987,KS Chithra,P Bhaskaran,AT Ummer
284,285,Kaalam Maari Kadha Maari ...,Kaalam Maari Kadha Maari,1987,"KJ Yesudas, KS Chithra, Chorus",P Bhaskaran,AT Ummer
285,286,Romaancham Nee Pulkeedumbol ...,Maanasa Maine Varu,1987,KS Chithra,Vayalar Madhavankutty,Shankar Ganesh
286,287,Unni Urangaariraro ...,Jaalakam,1987,KS Chithra,ONV Kurup,MG Radhakrishnan
287,288,Prakaashame ...,Oru Sindoorapottinte Ormaykku,1987,"KS Chithra, Unni Menon",Poovachal Khader,Shyam
288,289,Vaishaakha Sandhye ...,Naadodikkaattu,1987,KS Chithra,Yusufali Kecheri,Shyam
289,290,Aavanippoovani ...,Idanaazhiyil Oru Kaalocha,1987,"KJ Yesudas, KS Chithra",ONV Kurup,V Dakshinamoorthy
290,291,Vaathilppazuthilooden ...,Idanaazhiyil Oru Kaalocha,1987,KS Chithra,ONV Kurup,V Dakshinamoorthy
291,292,Ente Vinnil Vidarum ...,Aankiliyude Thaarattu,1987,"KJ Yesudas, KS Chithra",Poovachal Khader,Shyam
292,293,Ilakozhiyum Sisirathil ...,Varshangal Poyathariyaathe,1987,KS Chithra,Kottakkal Kunjimoideen Kutty,Mohan Sithara
293,294,Aananda Poomuthe ...,Varshangal Poyathariyaathe,1987,KS Chithra,Kottakkal Kunjimoideen Kutty,Mohan Sithara
294,295,Panineerppoovithalil ...,Sarvakalashaala,1987,"KJ Yesudas, KS Chithra",Kavalam Narayana Panicker,MG Radhakrishnan
295,296,Yadukula Gopike ...,Vazhiyorakkaazhchakal,1987,"KS Chithra, Unni Menon",Shibu Chakravarthy,SP Venkitesh
296,297,Pavizhamallippoovurangi ...,Vazhiyorakkaazhchakal,1987,KS Chithra,Shibu Chakravarthy,SP Venkitesh
297,298,Onanaalil ...,Vazhiyorakkaazhchakal,1987,"KS Chithra, P Jayachandran",Shibu Chakravarthy,SP Venkitesh
298,299,Oru Padam Thedi ...,Kadhaykku Pinnil,1987,KS Chithra,ONV Kurup,Ouseppachan
299,300,Vidarunnu Neeyen ...,Samarppanam,1987,"KS Chithra, SP Balasubrahmanyam",Poovachal Khader,Vijay Anand
300,301,Daahavum Neeyaay ...,Samarppanam,1987,"KS Chithra, SP Balasubrahmanyam",Poovachal Khader,Vijay Anand
301,302,Devagaanam (F) ...,Ezhuthaan Maranna Kadha,1987,KS Chithra,S Ramesan Nair,Darsan Raman
302,303,Inaye Verpirinja ...,Archanappookkal,1987,KS Chithra,Pradeep Ashtamichira,Johnson
303,304,Pranayavenuvil Ethethu Swaramo ...,Swaralayam,1987,"KS Chithra, Krishnachandran",Poovachal Khader,KV Mahadevan
304,305,Pookkalum Thedi Pokum ...,Swaralayam,1987,"KS Chithra, P Jayachandran",Poovachal Khader,KV Mahadevan
305,306,Ambili Ammava Thazhathu Vaa ...,Swaralayam,1987,KS Chithra,Poovachal Khader,KV Mahadevan
306,307,Paattonnu Paadidunnu Njan ...,Swaralayam,1987,"KS Chithra, P Jayachandran",Poovachal Khader,KV Mahadevan
307,308,Kannippennin Mookathayil ...,Swaralayam,1987,KS Chithra,Poovachal Khader,KV Mahadevan
308,309,Oru Nokku Kaanan ...,Mangalyachaarthu (Thennale Ninneyum Thedi),1987,KS Chithra,Poovachal Khader,KV Mahadevan
309,310,Sooryakaanthippoo Viriyum ...,Mangalyachaarthu (Thennale Ninneyum Thedi),1987,"KS Chithra, NV Haridas",Poovachal Khader,KV Mahadevan
310,311,Sundariyaam Aval ...,Mizhiyithalil Kanneerumaayi,1987,KS Chithra,Prakash Koleri,Mohan Sithara
311,312,Vande Maatharam ...,1921,1988,"KS Chithra, Chorus",Bankim Chandra Chatterji,Shyam
312,313,Dheerasameere Yamunaatheere ...,1921,1988,KS Chithra,,Shyam
313,314,Thaalolam ...,Kudumbapuraanam,1988,"KJ Yesudas, KS Chithra",Kaithapram,Mohan Sithara
314,315,Thaalolam ...,Kudumbapuraanam,1988,KS Chithra,Kaithapram,Mohan Sithara
315,316,Raappadithan ...,Daisy,1988,KS Chithra,P Bhaskaran,Shyam
316,317,Pookkale ...,Daisy,1988,KS Chithra,P Bhaskaran,Shyam
317,318,Nirasandhya ...,Sangham,1988,KS Chithra,Shibu Chakravarthy,Shyam
318,319,Orukili Irukili ...,Manu Uncle,1988,"KS Chithra, MG Sreekumar",Shibu Chakravarthy,Shyam
319,320,Mele Veettile ...,Manu Uncle,1988,KS Chithra,Shibu Chakravarthy,Shyam
320,321,Killedi Kolunthukal ...,Aalilakkuruvikal,1988,"KS Chithra, G Venugopal, Chorus",Bichu Thirumala,Mohan Sithara
321,322,Kannaam Thumpee ...,Kaakkothikavile Apooppanthaadikal,1988,KS Chithra,Bichu Thirumala,Ouseppachan
322,323,Kannaam Thumpee (Sad) ...,Kaakkothikavile Apooppanthaadikal,1988,KS Chithra,Bichu Thirumala,Ouseppachan
323,324,Nannangaadikal ...,Kaakkothikavile Apooppanthaadikal,1988,"KS Chithra, Malaysia Vasudevan, SP Shailaja",Bichu Thirumala,Ouseppachan
324,325,Olichirikkaan Vallikkudilonnorukki ...,Aaranyakam,1988,KS Chithra,ONV Kurup,Raghunath Seth
325,326,Thaarakale ...,Aaranyakam,1988,KS Chithra,ONV Kurup,Raghunath Seth
326,327,Thanichirikkaan Ivide Enikkkoru (Slow) ...,Aaranyakam,1988,KS Chithra,ONV Kurup,Raghunath Seth
327,328,Shishirame Nee [F] ...,Pattanapravesham,1988,KS Chithra,Yusufali Kecheri,Shyam
328,329,Muracherukkan Vannu ...,Theruvu Narthaki,1988,"KS Chithra, Sujatha Mohan",Mankombu Gopalakrishnan,Vijayabhaskar
329,330,Anthiyil Vidarana ...,Theruvu Narthaki,1988,KS Chithra,Mankombu Gopalakrishnan,Vijayabhaskar
330,331,Annam Pookkula ...,Adholokam,1988,KS Chithra,Balu Kiriyath,Raveendran
331,332,Karumbiyaam Ammayude ...,Paadamudra,1988,KS Chithra,Hari Kudappanakkunnu,Vidyadharan Master
332,333,Poonthen ...,Chaaravalayam,1988,KS Chithra,Poovachal Khader,SP Venkitesh
333,334,Oru Poo Viriyunna ...,Vichaarana,1988,KS Chithra,S Ramesan Nair,Ouseppachan
334,335,Jagadodhaarana ...,Ayitham,1988,KS Chithra,,MG Radhakrishnan
335,336,Ilamarimaan Nayane ...,Ayitham,1988,KS Chithra,,MG Radhakrishnan
336,337,Thankamani Anna ...,Ayitham,1988,"KS Chithra, MG Sreekumar",ONV Kurup,MG Radhakrishnan
337,338,Aliveni ...,Ayitham,1988,"KS Chithra, K Omanakkutty",,MG Radhakrishnan
338,339,Maaye ...,Ayitham,1988,"KS Chithra, K Omanakkutty",,MG Radhakrishnan
339,340,Parama Purusha ...,Ayitham,1988,"KS Chithra, K Omanakkutty",,MG Radhakrishnan
340,341,Uyyala loogavaiya [F] ...,Ayitham,1988,KS Chithra,,MG Radhakrishnan
341,342,Vaaneedevi ...,Ayitham,1988,"KS Chithra, K Omanakkutty",,MG Radhakrishnan
342,343,Nalinamizhi [Bit] ...,Ayitham,1988,"KS Chithra, K Omanakkutty",,MG Radhakrishnan
343,344,Kathakal ...,Othello,1988,KS Chithra,P Bhaskaran,Jerry Amaldev
344,345,Othello Desdimona [Kaarmukilum] ...,Othello,1988,"KJ Yesudas, KS Chithra",P Bhaskaran,Jerry Amaldev
345,346,Ormakal Odi ...,Mukundetta Sumitra Vilikkunnu,1988,"KS Chithra, MG Sreekumar",Shibu Chakravarthy,Ouseppachan
346,347,Premathal ...,Dheera Prathijna,1988,"KS Chithra, Unni Menon",Mankombu Gopalakrishnan,M Ranga Rao
347,348,Paaridathil ...,Dheera Prathijna,1988,KS Chithra,Mankombu Gopalakrishnan,M Ranga Rao
348,349,Hridaya Swaram ...,Onninu Pirake Mattonnu,1988,"KJ Yesudas, KS Chithra",Poovachal Khader,Kannur Rajan
349,350,Thirunellikkaadu Poothu ...,Dinaraathrangal,1988,"KS Chithra, MG Sreekumar",Shibu Chakravarthy,Ouseppachan
350,351,Pon Peelikal ...,Mrithyunjayam,1988,KS Chithra,Poovachal Khader,Ouseppachan
351,352,Udalivide ...,Anuraagi,1988,KS Chithra,Yusufali Kecheri,Gangai Amaran
352,353,Ranjini Raagamaano ...,Anuraagi,1988,"KJ Yesudas, KS Chithra",Yusufali Kecheri,Gangai Amaran
353,354,Ekaanthathe Neeyum [F] ...,Anuraagi,1988,KS Chithra,Yusufali Kecheri,Gangai Amaran
354,355,Thai Thai Nattu ...,Thaala,1988,KS Chithra,ONV Kurup,Vaippin Surendran
355,356,Mukunda Muraare ...,Ambalakkara Panchaayath (Kadha Parayum Kaayal),1988,KS Chithra,Bichu Thirumala,Jerry Amaldev
356,357,Poove Poonthalire ...,Ambalakkara Panchaayath (Kadha Parayum Kaayal),1988,KS Chithra,Bichu Thirumala,Jerry Amaldev
357,358,Indupushpam ...,Vaishaali,1988,KS Chithra,ONV Kurup,Bombay Ravi
358,359,Theduvathethoru ...,Vaishaali,1988,KS Chithra,ONV Kurup,Bombay Ravi
359,360,Indraneelimayolum ...,Vaishaali,1988,KS Chithra,ONV Kurup,Bombay Ravi
360,361,Poomullakkaattil ...,Vaishaali,1988,KS Chithra,ONV Kurup,Bombay Ravi
361,362,Kannadachaalum ...,Kanakaambarangal,1988,KS Chithra,P Bhaskaran,K Raghavan
362,363,Thodalle ...,Kanakaambarangal,1988,"KS Chithra, Unni Menon",P Bhaskaran,K Raghavan
363,364,Kannadachaalum [Pathos Bit] ...,Kanakaambarangal,1988,KS Chithra,P Bhaskaran,K Raghavan
364,365,Kunnimani Cheppu ...,Ponmuttayidunna Thaaravu,1988,KS Chithra,ONV Kurup,Johnson
365,366,Engo Thaazhvarakkaattile ...,Oohakkachavadam,1988,KS Chithra,Kaladharan (Kala Adoor),MG Radhakrishnan
366,367,Punnara Poomuthe ...,Onnum Onnum Pathinonnu,1988,KS Chithra,Devadas,Raveendran
367,368,Ee Unmaadam ...,Rahasyam Paramarahasyam,1988,KS Chithra,Poovachal Khader,SP Venkitesh
368,369,Konchikkonchi ...,David David Mr David,1988,"KJ Yesudas, KS Chithra",Bichu Thirumala,Raveendran
369,370,Eenavum Thaalavum ...,David David Mr David,1988,KS Chithra,Bichu Thirumala,Raveendran
370,371,Thaamarakkili Paadunnu ...,Moonnaampakkam,1988,"KS Chithra, MG Sreekumar, Ilayaraja",Sreekumaran Thampi,Ilayaraja
371,372,Aakaasha kanmani than ...,Ormayil Ennum,1988,"KJ Yesudas, KS Chithra, Chorus",Puthiyankam Murali,Jerry Amaldev
372,373,Kankuliruvathellam ...,Ormayil Ennum,1988,"KS Chithra, Chorus",Puthiyankam Murali,Jerry Amaldev
373,374,Unnikkaattin ...,Ormayil Ennum,1988,KS Chithra,Puthiyankam Murali,Jerry Amaldev
374,375,Oru Raajaa Oru Raani ...,Janmaantharam,1988,"KS Chithra, MG Sreekumar",Poovachal Khader,SP Venkitesh
375,376,Vaakku Kondenne ...,Janmaantharam,1988,"KS Chithra, MG Sreekumar, CO Anto",Poovachal Khader,SP Venkitesh
376,377,Hridayam Kavarum ...,Janmaantharam,1988,"KS Chithra, MG Sreekumar",Poovachal Khader,SP Venkitesh
377,378,Poovin Mridulathayalle ...,Janmaantharam,1988,KS Chithra,Poovachal Khader,SP Venkitesh
378,379,Oh Sugandha Vanapushpangal ...,Janmashathru,1988,"KS Chithra, Krishnachandran","Bharanikkavu Sivakumar, Varkala Sreekumar",Cochin Alex
379,380,Poovinum Poonkurunnaam ...,Witness,1988,"KJ Yesudas, KS Chithra",Bichu Thirumala,Ouseppachan
380,381,Ee vasantha kaalam ...,Alpha,1988,"KJ Yesudas, KS Chithra",NS Kumar,Jaya Vijaya
381,382,Kasavolum Kannippattil ...,Kavaadam,1996,KS Chithra,ONV Kurup,Berny Ignatius
382,383,Haritha ...,Kavaadam,1996,"KJ Yesudas, KS Chithra",ONV Kurup,Berny Ignatius
383,384,Njan Nin Kaikalil ...,December,1988,KS Chithra,Jolly Thomas,Kanjangad Ramachandran
384,385,Ushassin ...,December,1988,"KJ Yesudas, KS Chithra",Jolly Thomas,Kanjangad Ramachandran
385,386,Athikomalan ...,Sangeetha Sangamam,1988,KS Chithra,Mankombu Gopalakrishnan,KV Mahadevan
386,387,Snehathin Uravidam Nee ...,Amalagiri Public School,1988,KS Chithra,Thakazhi Sankaranarayanan,Sanjeev Babu
387,388,Rajamallikal ...,Raajagiriyude Thaazhvarayil,1988,"KJ Yesudas, KS Chithra",ONV Kurup,SJ Sharma
388,389,Kaalam Kaatham Yaanam [Kaalam Marubhoomiyaakkum ...,Production No 1 (Kayyettam),1988,KS Chithra,Bichu Thirumala,Darsan Raman
389,390,Maayika Yaamam ...,Siddhaartha,1998,"KS Chithra, Biju Narayanan",Kaithapram,Vidyasagar
390,391,Alliyaambalaay Thaalamenthi Nee ...,Siddhaartha,1998,"KS Chithra, MG Sreekumar",Kaithapram,Vidyasagar
391,392,Maayika Yaamam ...,Siddhaartha,1998,"KS Chithra, Hariharan",Kaithapram,Vidyasagar
392,393,Kaivanna Thankamalle [F] ...,Siddhaartha,1998,KS Chithra,Kaithapram,Vidyasagar
393,394,Jaya Jaya Padmanaabha Murare (F) ...,Indulekha,1988,KS Chithra,Swathi Thirunal,Vidyadharan Master
394,395,Maadhavam Poy Maranju ...,Indulekha,1988,KS Chithra,Jayan,Vidyadharan Master
395,396,Theliviyalum Mukhaminnu ...,Indulekha,1988,KS Chithra,Swathi Thirunal,Vidyadharan Master
396,397,Aalolam Engum Aaloam ...,Mittayitheruvile Raajakumaari (Aa Mukham),1988,KS Chithra,Bichu Thirumala,K Sanan Nair
397,398,Swapnangal than theyyam ...,Season,1989,KS Chithra,Sreekumaran Thampi,Ilayaraja
398,399,Kathirolappanthalorukki ...,Peruvannaapurathe Visheshangal,1989,"KS Chithra, MG Sreekumar",PK Gopi,Johnson
399,400,Pulkkodithan ...,Peruvannaapurathe Visheshangal,1989,KS Chithra,PK Gopi,Johnson
400,401,Doore doore saagaram ...,Varavelpu,1989,KS Chithra,Kaithapram,Johnson
401,402,Oru Naadam Ormayil ...,Mrigaya,1989,"KJ Yesudas, KS Chithra",Sreekumaran Thampi,Shankar Ganesh
402,403,Thaarame [F] ...,The News,1989,KS Chithra,Kaithapram,Rajamani
403,404,Ariyaatha doorathilenguninno ...,Oru Saayahnathinte Swapnam,1989,KS Chithra,ONV Kurup,Ouseppachan
404,405,Kaanana chaayakal ...,Oru Saayahnathinte Swapnam,1989,KS Chithra,ONV Kurup,Ouseppachan
405,406,Ariyaatha doorathilenguninno ...,Oru Saayahnathinte Swapnam,1989,"KS Chithra, MG Sreekumar",ONV Kurup,Ouseppachan
406,407,Maanasavenuvil ...,Jeevitham Oru Raagam,1989,KS Chithra,Poovachal Khader,Rajamani
407,408,Sindoorathilakam ...,Kodungalloor Bhagavathi,1989,KS Chithra,"Ashokapuram Narayanan, Bhadran Kedamangalam, C Subramaniam",A Narayanan
408,409,Sringaaraslokangal ...,My Dear Rosy,1989,KS Chithra,Poovachal Khader,Rajamani
409,410,Pookkaniyaay poothiriyaay ...,My Dear Rosy,1989,"KS Chithra, Satheesh Babu",Poovachal Khader,Rajamani
410,411,Nishaagandhi Poothu ...,Thadavarayile Raajaakkanmaar,1989,KS Chithra,RK Damodaran,Vidyadharan Master
411,412,Mannilveena mazhaneer [F] ...,Nagarangalil Chennu Raappaarkaam,1989,KS Chithra,Bichu Thirumala,Raveendran
412,413,Aashadharaathiyil ...,Aksharathettu,1989,"KJ Yesudas, KS Chithra, Chorus",Sreekumaran Thampi,Shyam
413,414,Hridayam kondezhuthunna ...,Aksharathettu,1989,KS Chithra,Sreekumaran Thampi,Shyam
414,415,Araliyum kadaliyum ...,Jaathakam,1989,KS Chithra,ONV Kurup,R Somasekharan
415,416,Neerajadalanayane ...,Jaathakam,1989,"KS Chithra, BA Chidambaranath",ONV Kurup,R Somasekharan
416,417,Thaalathil Chaanchadum ...,Muthukkudayum Choodi,1989,"KJ Yesudas, KS Chithra",S Ramesan Nair,Darsan Raman
417,418,Shyaamameghame Nee ...,Adhipan,1989,KS Chithra,Chunakkara Ramankutty,Shyam
418,419,Vaarthinkal paalkkudamenthum ...,Njangalude Kochu Doctor,1989,KS Chithra,S Ramesan Nair,Darsan Raman
419,420,Thalirudal kuliraninja ...,Praayapoorthiyaayavarku Maathram,1989,KS Chithra,Poovachal Khader,AT Ummer
420,421,Roopam puthiyoru roopam ...,Praayapoorthiyaayavarku Maathram,1989,KS Chithra,Poovachal Khader,AT Ummer
421,422,Pulakangal viriyunna ...,Miss Pameela,1989,KS Chithra,Poovachal Khader,Vidyadharan Master
422,423,Shyaamaambaram Neele [F] ...,Artham,1989,KS Chithra,Kaithapram,Johnson
423,424,Urakkam kankalil ...,Mahaayaanam,1989,KS Chithra,Sreekumaran Thampi,Ouseppachan
424,425,Moolapookkal ...,Carnival,1989,"KS Chithra, Cochin Ibrahim",Shibu Chakravarthy,Shyam
425,426,Thammil thammil swapnam ...,Aval Oru Sindhu,1989,"KS Chithra, Unni Menon",Poovachal Khader,Rajamani
426,427,Mattichaaru Manakkinu ...,Malayathippennu,1989,"KS Chithra, Unni Menon",Vayanar Vallabhan,KP Brahmanandan
427,428,Kanneerkkaayaliletho ...,Ramji Rao Speaking,1989,"KS Chithra, MG Sreekumar",Bichu Thirumala,S Balakrishnan
428,429,Oraayiram Kinaakkalal ...,Ramji Rao Speaking,1989,"KS Chithra, MG Sreekumar, Unni Menon, Chorus, CO Anto",Bichu Thirumala,S Balakrishnan
429,430,Poonthaliril manjuthulli ...,Krooran,1989,KS Chithra,Bharanikkavu Sivakumar,Rathnasoori
430,431,Vaanampaadi Njaan ...,Antharjanam (Akale Akale),1989,"KS Chithra, Chorus",Dr P Agnivesh,TK Layan
431,432,Prapancha Veenayil Sruthi ...,Antharjanam (Akale Akale),1989,"KJ Yesudas, KS Chithra",Dr P Agnivesh,TK Layan
432,433,Mandaaracheppundo ...,Dasaratham,1989,"KS Chithra, MG Sreekumar",Poovachal Khader,Johnson
433,434,Love For Sale ...,Aazhikkoru Muthu,1989,"KS Chithra, Chorus",Chunakkara Ramankutty,MG Radhakrishnan
434,435,Ee Vishwasnehathin ...,Aazhikkoru Muthu,1989,"KS Chithra, Chorus",Chunakkara Ramankutty,MG Radhakrishnan
435,436,Kandittilla Njaan [Chandanathin Gandhamarinju] ...,Chakkikkotha Chankaran,1989,"KS Chithra, Krishnachandran",Poovachal Khader,Shankar Ganesh
436,437,Dala Marmaram (F) ...,Varnam,1989,"KS Chithra, Chorus",K Jayakumar,Ouseppachan
437,438,Kanavilinnale ...,Nair Saab,1989,KS Chithra,Shibu Chakravarthy,SP Venkitesh
438,439,Marmmaram madakara ...,New Year,1989,KS Chithra,Poovachal Khader,Shyam
439,440,Kalarivilakku thelinjathaano ...,Oru Vadakkan Veeragadha,1989,KS Chithra,K Jayakumar,Bombay Ravi
440,441,Unni Ganapathi Thamburaane ...,Oru Vadakkan Veeragadha,1989,"KS Chithra, Ashalatha",Kaithapram,Bombay Ravi
441,442,Choriyoo Panineer Mazhayil ...,Layanam,1989,"KS Chithra, MG Sreekumar, Chorus",Puthiyankam Murali,Jerry Amaldev
442,443,Thankathoni ...,Mazhavilkkaavadi,1989,KS Chithra,Kaithapram,Johnson
443,444,Ambilikkalayum ...,Adharvam,1989,KS Chithra,ONV Kurup,Ilayaraja
